character_name,Item_Heal_MedKit,match_id,Item_Heal_FirstAid_C,Item_Heal_Bandage_C,Item_Boost_AdrenalineSyringe_C,Item_Boost_PainKiller_C,Item_Boost_EnergyDrink_C,Item_Weapon_Molotov_C,Item_Weapon_SmokeBomb_C,Item_Weapon_FlashBang_C,Item_Weapon_Grenade_C
SST_Tae9,,11,4.0,2.0,1.0,2.0,5.0,,3.0,3.0,3.0
STK_PurdyKurty,1.0,11,8.0,2.0,,1.0,8.0,2.0,10.0,4.0,7.0
STK_Vegas,3.0,11,7.0,2.0,,3.0,10.0,4.0,9.0,3.0,4.0
STK_alow,,11,7.0,2.0,,3.0,6.0,1.0,4.0,4.0,2.0
STK_penta,,11,6.0,2.0,,2.0,8.0,,4.0,2.0,2.0
TWIS_BatulinS,1.0,11,3.0,6.0,,6.0,5.0,1.0,13.0,5.0,3.0
TWIS_Lu,,11,6.0,2.0,,4.0,5.0,1.0,2.0,9.0,3.0
TWIS_Perfect1ks,,11,,,,,,,,,
TWIS_TheTab,,11,3.0,1.0,,2.0,4.0,,1.0,3.0,1.0
TWIS_spyrro,,11,5.0,3.0,,2.0,2.0,2.0,3.0,4.0,2.0
Tian_77owo,,11,5.0,1.0,,2.0,5.0,,10.0,5.0,7.0
Tian_LinShu,1.0,11,3.0,1.0,,2.0,5.0,,3.0,4.0,1.0
Tian_LongSkr,1.0,11,3.0,3.0,,,5.0,,2.0,2.0,1.0
Tian_PaoPao,1.0,11,3.0,1.0,,1.0,9.0,,5.0,4.0,5.0
17_Lilghost,,12,6.0,1.0,,,6.0,1.0,4.0,1.0,2.0
17_SuJiu,,12,6.0,1.0,,3.0,3.0,,4.0,1.0,4.0
17_Xbei,,12,5.0,2.0,,,2.0,2.0,2.0,2.0,2.0
17_xwudd,,12,4.0,1.0,,2.0,2.0,1.0,2.0,,2.0
4AM_CRAZY112,,12,5.0,1.0,2.0,2.0,8.0,,5.0,2.0,2.0
4AM_Summer,,12,4.0,1.0,,3.0,5.0,,6.0,3.0,4.0
4AM_WangZai,1.0,12,5.0,1.0,1.0,1.0,4.0,2.0,2.0,,2.0
4AM_Xiaohaixxxx,,12,4.0,1.0,,3.0,2.0,4.0,2.0,3.0,2.0
4AM_xxxLu,,12,,,,,,,,,
ACE_ItzzChrizZ,,12,,,,,,,,,
ACE_KILYAKAi,,12,,,,,,,,,
ACE_Myca,,12,,,,,,,,,
ACE_braex,,12,,,,,,,,,
CES_HaiSaki,,12,,,,,,,,,
CES_Himass,,12,,,,,,,,,
CES_Taikonn,,12,,,,,,,,,
CES_YmCud,,12,,,,,,,,,
DAY_Belmoth,,12,3.0,1.0,,2.0,1.0,,6.0,3.0,3.0
DAY_Flash,,12,4.0,2.0,,1.0,2.0,,8.0,,1.0
DAY_Nourinz,,12,4.0,2.0,,2.0,3.0,,4.0,1.0,2.0
DAY_PuuChiwz,1.0,12,6.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0
DNW_Inonix,,12,5.0,2.0,,2.0,6.0,1.0,6.0,,4.0
DNW_Loki,,12,6.0,2.0,,1.0,5.0,1.0,7.0,2.0,3.0
DNW_Salute,,12,5.0,3.0,,2.0,10.0,2.0,7.0,1.0,5.0
DNW_seoul,,12,7.0,3.0,,3.0,11.0,1.0,5.0,3.0,3.0
EXO_Akita,,12,,,,,,,,,
EXO_Hikerman,,12,,,,,,,,,
EXO_Rain,,12,,,,,,,,,
EXO_empt,,12,,,,,,,,,
EXO_kang,,12,,,,,,,,,
FaZe_Fexx,,12,4.0,4.0,,2.0,5.0,1.0,5.0,4.0,1.0
FaZe_Gustav,,12,4.0,2.0,1.0,3.0,3.0,1.0,5.0,,5.0
FaZe_curexi,,12,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0
FaZe_jeemzz,,12,6.0,2.0,,2.0,7.0,1.0,4.0,,4.0
GBL_Glaz,,12,,,,,,,,,
GBL_Gyumin,,12,,,,,,,,,
GBL_Heaven,,12,,,,,,,,,
GBL_Tosi,,12,,,,,,,,,
GEN_DG98,,12,,,,,,,,,
GEN_Foxy,,12,,,,,,,,,
GEN_Pio,,12,,,,,,,,,
GEN_taemin,,12,,,,,,,,,
GEX_Leo,,12,5.0,4.0,,1.0,6.0,,7.0,2.0,1.0
GEX_Savior,,12,4.0,1.0,,2.0,5.0,,3.0,2.0,3.0
GEX_Yuri,1.0,12,4.0,2.0,,4.0,5.0,1.0,2.0,,1.0
GEX_ZhenNan,1.0,12,7.0,1.0,,2.0,7.0,2.0,5.0,2.0,3.0
HOWL_Apocalyp,,12,3.0,2.0,,,10.0,2.0,4.0,1.0,1.0
HOWL_RuerN,,12,3.0,2.0,,4.0,4.0,1.0,2.0,1.0,1.0
HOWL_TheMad,,12,6.0,2.0,,1.0,3.0,,3.0,1.0,2.0
HOWL_scof1eld,,12,6.0,2.0,,2.0,6.0,1.0,2.0,,2.0
III_Adam,,12,4.0,1.0,,2.0,5.0,3.0,7.0,3.0,4.0
III_RichyB,,12,8.0,3.0,1.0,3.0,7.0,9.0,11.0,8.0,3.0
III_Vox,,12,8.0,2.0,1.0,1.0,6.0,1.0,4.0,5.0,6.0
III_oldless,,12,5.0,1.0,,4.0,4.0,1.0,6.0,4.0,2.0
LG_Fludd,,12,,,,,,,,,
LG_Kickstart,,12,,,,,,,,,
LG_Relo,,12,,,,,,,,,
LG_Snakers,,12,,,,,,,,,
NAVI_Mell,,12,,,,,,,,,
NAVI_alya,,12,,,,,,,,,
NAVI_ubah,,12,,,,,,,,,
NAVI_xmpl,,12,,,,,,,,,
NH_HSmm,,12,5.0,1.0,,2.0,4.0,2.0,5.0,1.0,3.0
NH_MMing,1.0,12,6.0,2.0,1.0,2.0,9.0,,6.0,3.0,3.0
NH_Nannnnn,,12,5.0,2.0,,1.0,7.0,1.0,3.0,,6.0
NH_ZpYan1,1.0,12,4.0,1.0,,1.0,7.0,1.0,4.0,2.0,6.0
PLM_BORBO4Tz,,12,4.0,1.0,1.0,3.0,,,5.0,2.0,4.0
PLM_Flukky,,12,6.0,4.0,,3.0,10.0,1.0,7.0,3.0,6.0
PLM_ThanawatTH,,12,6.0,3.0,,4.0,4.0,2.0,1.0,,3.0
PLM_Thunderz,,12,5.0,2.0,,4.0,5.0,4.0,2.0,2.0,2.0
PTG_Adder,,12,4.0,2.0,,3.0,5.0,1.0,5.0,2.0,3.0
PTG_Akad,,12,5.0,2.0,,1.0,3.0,,6.0,3.0,2.0
PTG_Hikari,,12,6.0,1.0,,,9.0,1.0,2.0,,3.0
PTG_WICKED,,12,5.0,3.0,,1.0,4.0,2.0,3.0,2.0,3.0
PeRo_AZ,,12,,,,,,,,,
PeRo_Aixleft,,12,,,,,,,,,
PeRo_Cui71,,12,,,,,,,,,
PeRo_Myl,,12,,,,,,,,,
SQ_M1ME,,12,4.0,2.0,,1.0,2.0,1.0,1.0,3.0,4.0
SQ_Shrimzy,,12,4.0,2.0,,2.0,2.0,4.0,2.0,3.0,2.0
SQ_TGLTN,,12,5.0,1.0,,2.0,4.0,,4.0,1.0,2.0
SQ_hwinn,,12,6.0,2.0,,3.0,4.0,1.0,5.0,1.0,3.0
SST_Feaven,,12,5.0,1.0,,1.0,4.0,,6.0,1.0,3.0
SST_Imhac,1.0,12,3.0,1.0,,1.0,4.0,,3.0,,3.0
SST_Runax,1.0,12,6.0,3.0,,1.0,3.0,,2.0,2.0,1.0
SST_Tae9,,12,4.0,1.0,,,6.0,4.0,6.0,5.0,2.0
STK_PurdyKurty,,12,7.0,2.0,1.0,3.0,6.0,3.0,4.0,1.0,5.0
STK_Vegas,,12,6.0,2.0,,2.0,4.0,1.0,5.0,,4.0
STK_alow,1.0,12,5.0,,,2.0,5.0,,4.0,2.0,3.0
STK_penta,,12,5.0,3.0,,,4.0,1.0,5.0,3.0,3.0
TWIS_BatulinS,,12,5.0,4.0,,6.0,4.0,2.0,5.0,1.0,1.0
TWIS_Lu,,12,4.0,2.0,1.0,3.0,3.0,1.0,8.0,2.0,1.0
TWIS_Perfect1ks,,12,,,,,,,,,
TWIS_TheTab,,12,5.0,1.0,,2.0,5.0,2.0,4.0,,2.0
TWIS_spyrro,,12,6.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,2.0
Tian_77owo,,12,6.0,2.0,,1.0,5.0,,6.0,,5.0
Tian_LinShu,,12,4.0,1.0,,2.0,4.0,1.0,2.0,2.0,4.0
Tian_LongSkr,,12,4.0,1.0,,3.0,5.0,1.0,3.0,1.0,3.0
Tian_PaoPao,,12,5.0,1.0,,2.0,5.0,1.0,3.0,1.0,1.0
17_Lilghost,,13,5.0,1.0,,2.0,5.0,,5.0,2.0,4.0
17_SuJiu,,13,4.0,1.0,,5.0,4.0,1.0,3.0,5.0,3.0
17_Xbei,,13,5.0,2.0,,3.0,7.0,1.0,4.0,3.0,4.0
17_xwudd,1.0,13,3.0,1.0,,1.0,3.0,,3.0,3.0,3.0
4AM_CRAZY112,,13,,,,,,,,,
4AM_Summer,,13,,,,,,,,,
4AM_WangZai,,13,,,,,,,,,
4AM_Xiaohaixxxx,,13,,,,,,,,,
4AM_xxxLu,,13,,,,,,,,,
ACE_ItzzChrizZ,,13,20.0,1.0,,,10.0,2.0,5.0,3.0,
ACE_KILYAKAi,2.0,13,9.0,1.0,,1.0,7.0,1.0,9.0,4.0,3.0
ACE_Myca,,13,5.0,6.0,,1.0,7.0,,4.0,3.0,2.0
ACE_braex,,13,2.0,2.0,,,5.0,,2.0,5.0,1.0
CES_HaiSaki,,13,,,,,,,1.0,,
CES_Himass,,13,2.0,,,1.0,,1.0,1.0,2.0,2.0
CES_Taikonn,,13,,1.0,,1.0,,,,,1.0
CES_YmCud,,13,2.0,,,,,,1.0,1.0,
DAY_Belmoth,1.0,13,3.0,2.0,,4.0,4.0,2.0,7.0,3.0,1.0
DAY_Flash,,13,9.0,7.0,,2.0,4.0,,11.0,5.0,
DAY_Nourinz,,13,3.0,3.0,,1.0,5.0,,4.0,1.0,3.0
DAY_PuuChiwz,1.0,13,3.0,1.0,,2.0,6.0,2.0,2.0,1.0,1.0
DNW_Inonix,,13,4.0,1.0,,4.0,5.0,1.0,4.0,2.0,2.0
DNW_Loki,,13,8.0,3.0,,1.0,7.0,,3.0,4.0,1.0
DNW_Salute,1.0,13,3.0,2.0,,4.0,2.0,,5.0,3.0,2.0
DNW_seoul,,13,3.0,1.0,2.0,3.0,4.0,,9.0,5.0,4.0
EXO_Akita,2.0,13,5.0,3.0,,3.0,6.0,2.0,2.0,5.0,2.0
EXO_Hikerman,,13,4.0,4.0,,5.0,2.0,,3.0,3.0,2.0
EXO_Rain,2.0,13,5.0,2.0,,1.0,7.0,2.0,10.0,5.0,
EXO_empt,,13,8.0,2.0,,3.0,14.0,1.0,5.0,7.0,2.0
EXO_kang,,13,,,,,,,,,
FaZe_Fexx,,13,5.0,2.0,,2.0,3.0,2.0,3.0,3.0,2.0
FaZe_Gustav,,13,16.0,3.0,,4.0,15.0,4.0,18.0,5.0,3.0
FaZe_curexi,2.0,13,7.0,5.0,,1.0,6.0,1.0,8.0,1.0,3.0
FaZe_jeemzz,,13,7.0,2.0,,6.0,6.0,2.0,6.0,5.0,10.0
GBL_Glaz,,13,6.0,1.0,1.0,4.0,10.0,1.0,5.0,3.0,3.0
GBL_Gyumin,,13,6.0,1.0,1.0,4.0,8.0,4.0,4.0,9.0,4.0
GBL_Heaven,,13,6.0,4.0,2.0,7.0,6.0,1.0,3.0,3.0,3.0
GBL_Tosi,,13,6.0,1.0,1.0,4.0,5.0,2.0,3.0,2.0,2.0
GEN_DG98,1.0,13,3.0,1.0,,3.0,2.0,1.0,,6.0,3.0
GEN_Foxy,1.0,13,2.0,2.0,,1.0,6.0,2.0,5.0,2.0,1.0
GEN_Pio,1.0,13,4.0,1.0,,1.0,4.0,1.0,3.0,1.0,3.0
GEN_taemin,1.0,13,4.0,2.0,,2.0,3.0,1.0,4.0,5.0,
GEX_Leo,,13,6.0,1.0,,1.0,8.0,,1.0,2.0,1.0
GEX_Savior,,13,6.0,1.0,,2.0,5.0,2.0,4.0,,4.0
GEX_Yuri,,13,3.0,1.0,,,2.0,2.0,5.0,1.0,1.0
GEX_ZhenNan,,13,3.0,2.0,,2.0,5.0,,3.0,2.0,5.0
HOWL_Apocalyp,,13,4.0,1.0,,4.0,5.0,,3.0,3.0,2.0
HOWL_RuerN,,13,4.0,2.0,,,10.0,1.0,4.0,3.0,2.0
HOWL_TheMad,,13,2.0,1.0,,2.0,3.0,,6.0,2.0,
HOWL_scof1eld,,13,5.0,5.0,,4.0,3.0,,4.0,2.0,2.0
III_Adam,1.0,13,7.0,2.0,,2.0,6.0,1.0,6.0,7.0,3.0
III_RichyB,,13,5.0,1.0,,2.0,4.0,2.0,4.0,2.0,2.0
III_Vox,,13,3.0,2.0,,2.0,3.0,2.0,4.0,3.0,3.0
III_oldless,,13,4.0,2.0,,,8.0,2.0,8.0,3.0,1.0
LG_Fludd,,13,4.0,2.0,,2.0,3.0,4.0,2.0,4.0,2.0
LG_Kickstart,,13,10.0,1.0,,3.0,7.0,2.0,6.0,3.0,11.0
LG_Relo,,13,7.0,2.0,,,8.0,1.0,8.0,5.0,2.0
LG_Snakers,,13,3.0,4.0,1.0,3.0,3.0,3.0,4.0,6.0,1.0
NAVI_Mell,,13,4.0,1.0,,3.0,3.0,1.0,4.0,4.0,
NAVI_alya,1.0,13,3.0,1.0,,1.0,5.0,,9.0,6.0,1.0
NAVI_ubah,,13,5.0,2.0,,2.0,4.0,1.0,5.0,1.0,2.0
NAVI_xmpl,,13,4.0,1.0,,1.0,4.0,1.0,4.0,3.0,
NH_HSmm,,13,,,,,,,,,
NH_MMing,,13,,,,,,,,,
NH_Nannnnn,,13,,,,,,,,,
NH_ZpYan1,,13,,,,,,,,,
PLM_BORBO4Tz,,13,,,,,,,,,
PLM_Flukky,,13,,,,,,,,,
PLM_ThanawatTH,,13,,,,,,,,,
PLM_Thunderz,,13,,,,,,,,,
PTG_Adder,,13,,,,,,,,,
PTG_Akad,,13,,,,,,,,,
PTG_Hikari,,13,,,,,,,,,
PTG_WICKED,,13,,,,,,,,,
PeRo_AZ,,13,4.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0
PeRo_Aixleft,1.0,13,4.0,3.0,,4.0,3.0,2.0,3.0,3.0,2.0
PeRo_Cui71,1.0,13,4.0,2.0,,2.0,2.0,,3.0,2.0,3.0
PeRo_Myl,,13,5.0,2.0,1.0,1.0,7.0,2.0,5.0,2.0,1.0
SQ_M1ME,,13,,,,,,,,,
SQ_Shrimzy,,13,,,,,,,,,
SQ_TGLTN,,13,,,,,,,,,
SQ_hwinn,,13,,,,,,,,,
SST_Feaven,,13,,,,,,,,,
SST_Imhac,,13,,,,,,,,,
SST_Runax,,13,,,,,,,,,
SST_Tae9,,13,,,,,,,,,
STK_PurdyKurty,,13,,,,,,,,,
STK_Vegas,,13,,,,,,,,,
STK_alow,,13,,,,,,,,,
STK_penta,,13,,,,,,,,,
TWIS_BatulinS,,13,,,,,,,,,
TWIS_Lu,,13,,,,,,,,,
TWIS_Perfect1ks,,13,,,,,,,,,
TWIS_TheTab,,13,,,,,,,,,
TWIS_spyrro,,13,,,,,,,,,
Tian_77owo,,13,4.0,1.0,,3.0,3.0,,3.0,2.0,6.0
Tian_LinShu,,13,3.0,1.0,,1.0,4.0,2.0,3.0,,1.0
Tian_LongSkr,,13,4.0,1.0,,,6.0,1.0,2.0,2.0,2.0
Tian_PaoPao,1.0,13,4.0,1.0,,3.0,6.0,1.0,2.0,2.0,2.0
17_Lilghost,2.0,14,5.0,2.0,,3.0,4.0,,8.0,6.0,8.0
17_SuJiu,1.0,14,6.0,1.0,,4.0,3.0,1.0,5.0,1.0,5.0
17_Xbei,,14,4.0,2.0,,,5.0,1.0,3.0,3.0,5.0
17_xwudd,1.0,14,5.0,1.0,,1.0,5.0,,5.0,3.0,8.0
4AM_CRAZY112,,14,,,,,,,,,
4AM_Summer,,14,,,,,,,,,
4AM_WangZai,,14,,,,,,,,,
4AM_Xiaohaixxxx,,14,,,,,,,,,
4AM_xxxLu,,14,,,,,,,,,
ACE_ItzzChrizZ,,14,5.0,1.0,,2.0,5.0,,5.0,2.0,2.0
ACE_KILYAKAi,,14,11.0,3.0,1.0,4.0,12.0,1.0,6.0,3.0,5.0
ACE_Myca,,14,8.0,8.0,,4.0,,1.0,9.0,4.0,2.0
ACE_braex,,14,9.0,1.0,,,5.0,,2.0,1.0,6.0
CES_HaiSaki,,14,7.0,2.0,,3.0,5.0,1.0,4.0,,3.0
CES_Himass,,14,4.0,,,1.0,3.0,,3.0,1.0,4.0
CES_Taikonn,,14,11.0,1.0,,1.0,5.0,3.0,3.0,2.0,6.0
CES_YmCud,,14,3.0,2.0,,,1.0,,5.0,2.0,1.0
DAY_Belmoth,,14,4.0,,,1.0,6.0,,5.0,1.0,3.0
DAY_Flash,,14,5.0,2.0,,3.0,4.0,,3.0,3.0,1.0
DAY_Nourinz,,14,1.0,1.0,,,,,1.0,1.0,2.0
DAY_PuuChiwz,,14,,1.0,,,,,,,
DNW_Inonix,,14,4.0,1.0,,5.0,4.0,1.0,6.0,1.0,2.0
DNW_Loki,,14,3.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0
DNW_Salute,2.0,14,5.0,5.0,,2.0,7.0,2.0,11.0,2.0,6.0
DNW_seoul,,14,6.0,1.0,,3.0,7.0,,7.0,4.0,7.0
EXO_Akita,1.0,14,2.0,2.0,,1.0,3.0,,5.0,1.0,1.0
EXO_Hikerman,1.0,14,4.0,1.0,,2.0,2.0,3.0,3.0,2.0,2.0
EXO_Rain,1.0,14,5.0,3.0,,,1.0,2.0,1.0,5.0,1.0
EXO_empt,,14,6.0,4.0,,2.0,10.0,2.0,6.0,6.0,4.0
EXO_kang,,14,,,,,,,,,
FaZe_Fexx,,14,5.0,2.0,,2.0,3.0,1.0,4.0,2.0,1.0
FaZe_Gustav,,14,5.0,1.0,,,3.0,,1.0,3.0,6.0
FaZe_curexi,,14,4.0,2.0,,1.0,5.0,,5.0,1.0,4.0
FaZe_jeemzz,1.0,14,5.0,2.0,,1.0,6.0,,3.0,3.0,3.0
GBL_Glaz,,14,4.0,2.0,,6.0,7.0,,7.0,2.0,3.0
GBL_Gyumin,2.0,14,3.0,1.0,,2.0,3.0,1.0,6.0,1.0,5.0
GBL_Heaven,,14,6.0,2.0,,2.0,3.0,,7.0,2.0,1.0
GBL_Tosi,1.0,14,6.0,1.0,,3.0,4.0,1.0,5.0,3.0,3.0
GEN_DG98,,14,4.0,2.0,,2.0,4.0,,5.0,3.0,2.0
GEN_Foxy,,14,5.0,1.0,,3.0,5.0,1.0,1.0,,4.0
GEN_Pio,,14,4.0,2.0,,1.0,5.0,2.0,6.0,,2.0
GEN_taemin,,14,3.0,2.0,,3.0,8.0,,3.0,,1.0
GEX_Leo,,14,9.0,2.0,,,1.0,,7.0,3.0,2.0
GEX_Savior,,14,3.0,3.0,,2.0,1.0,,3.0,1.0,
GEX_Yuri,,14,3.0,5.0,,1.0,4.0,1.0,1.0,1.0,
GEX_ZhenNan,,14,4.0,,1.0,1.0,2.0,,4.0,,6.0
HOWL_Apocalyp,,14,5.0,2.0,,2.0,3.0,,3.0,2.0,1.0
HOWL_RuerN,2.0,14,4.0,4.0,,3.0,,1.0,6.0,1.0,
HOWL_TheMad,1.0,14,2.0,4.0,,2.0,3.0,,6.0,,1.0
HOWL_scof1eld,,14,3.0,2.0,1.0,2.0,5.0,1.0,4.0,1.0,
III_Adam,,14,9.0,3.0,,4.0,5.0,,4.0,3.0,
III_RichyB,1.0,14,5.0,3.0,,4.0,2.0,,2.0,4.0,
III_Vox,,14,8.0,1.0,,,2.0,,5.0,,1.0
III_oldless,,14,3.0,3.0,,3.0,1.0,1.0,2.0,3.0,1.0
LG_Fludd,,14,3.0,2.0,,2.0,6.0,1.0,4.0,1.0,2.0
LG_Kickstart,,14,4.0,2.0,,5.0,6.0,,3.0,3.0,2.0
LG_Relo,,14,4.0,2.0,,3.0,5.0,1.0,4.0,2.0,4.0
LG_Snakers,,14,4.0,3.0,,2.0,5.0,3.0,4.0,2.0,7.0
NAVI_Mell,,14,,,,,,,,,
NAVI_alya,,14,,,,,,,,,
NAVI_ubah,,14,,,,,,,,,
NAVI_xmpl,,14,,,,,,,1.0,,1.0
NH_HSmm,,14,,,,,,,,,
NH_MMing,,14,,,,,,,,,
NH_Nannnnn,,14,,,,,,,,,
NH_ZpYan1,,14,,,,,,,,,
PLM_BORBO4Tz,,14,,,,,,,,,
PLM_Flukky,,14,,,,,,,,,
PLM_ThanawatTH,,14,,,,,,,,,
PLM_Thunderz,,14,,,,,,,,,
PTG_Adder,,14,,,,,,,,,
PTG_Akad,,14,,,,,,,,,
PTG_Hikari,,14,,,,,,,,,
PTG_WICKED,,14,,,,,,,,,
PeRo_AZ,,14,3.0,1.0,,3.0,6.0,1.0,3.0,1.0,4.0
PeRo_Aixleft,,14,7.0,1.0,,3.0,7.0,4.0,4.0,7.0,3.0
PeRo_Cui71,,14,4.0,,1.0,,6.0,,2.0,3.0,1.0
PeRo_Myl,,14,5.0,1.0,1.0,1.0,4.0,3.0,6.0,4.0,5.0
SQ_M1ME,,14,,,,,,,,,
SQ_Shrimzy,,14,,,,,,,,,
SQ_TGLTN,,14,,,,,,,,,
SQ_hwinn,,14,,,,,,,,,
SST_Feaven,,14,,,,,,,,,
SST_Imhac,,14,,,,,,,,,
SST_Runax,,14,,,,,,,,,
SST_Tae9,,14,,,,,,,,,
STK_PurdyKurty,,14,,,,,,,,,
STK_Vegas,,14,,,,,,,,,
STK_alow,,14,,,,,,,,,
STK_penta,,14,,,,,,,,,
TWIS_BatulinS,,14,,,,,,,,,
TWIS_Lu,,14,,,,,,,,,
TWIS_Perfect1ks,,14,,,,,,,,,
TWIS_TheTab,,14,,,,,,,,,
TWIS_spyrro,,14,,,,,,,,,
Tian_77owo,,14,5.0,3.0,,1.0,5.0,2.0,3.0,3.0,4.0
Tian_LinShu,,14,6.0,1.0,,2.0,5.0,2.0,4.0,3.0,3.0
Tian_LongSkr,1.0,14,4.0,1.0,,2.0,5.0,3.0,2.0,2.0,7.0
Tian_PaoPao,,14,3.0,1.0,,3.0,6.0,,2.0,4.0,3.0
17_Lilghost,,15,5.0,2.0,,1.0,1.0,3.0,2.0,3.0,1.0
17_SuJiu,1.0,15,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0
17_Xbei,1.0,15,2.0,2.0,,2.0,3.0,2.0,4.0,3.0,4.0
17_xwudd,,15,4.0,1.0,,,8.0,1.0,3.0,3.0,2.0
4AM_CRAZY112,,15,,,,,,,,,
4AM_Summer,,15,,,,,,,,,
4AM_WangZai,,15,,,,,,,,,
4AM_Xiaohaixxxx,,15,,,,,,,,,
4AM_xxxLu,,15,,,,,,,,,
ACE_ItzzChrizZ,,15,4.0,1.0,1.0,1.0,7.0,7.0,3.0,5.0,6.0
ACE_KILYAKAi,,15,4.0,2.0,,,9.0,1.0,5.0,2.0,3.0
ACE_Myca,1.0,15,9.0,1.0,,,6.0,2.0,5.0,4.0,2.0
ACE_braex,,15,4.0,1.0,,5.0,6.0,3.0,4.0,8.0,
CES_HaiSaki,1.0,15,1.0,2.0,,,4.0,,3.0,3.0,3.0
CES_Himass,1.0,15,4.0,2.0,,3.0,4.0,,6.0,5.0,
CES_Taikonn,1.0,15,6.0,2.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0
CES_YmCud,,15,3.0,3.0,,1.0,2.0,,2.0,2.0,
DAY_Belmoth,1.0,15,1.0,1.0,,1.0,4.0,2.0,3.0,3.0,5.0
DAY_Flash,,15,7.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0
DAY_Nourinz,,15,4.0,3.0,,2.0,4.0,3.0,3.0,3.0,2.0
DAY_PuuChiwz,,15,5.0,1.0,,2.0,,1.0,5.0,1.0,2.0
DNW_Inonix,2.0,15,6.0,1.0,,1.0,8.0,,6.0,6.0,2.0
DNW_Loki,,15,6.0,1.0,,2.0,6.0,1.0,6.0,2.0,
DNW_Salute,3.0,15,6.0,2.0,1.0,2.0,7.0,4.0,6.0,7.0,6.0
DNW_seoul,1.0,15,4.0,1.0,,3.0,4.0,2.0,6.0,3.0,2.0
EXO_Akita,,15,3.0,1.0,,1.0,4.0,1.0,3.0,4.0,4.0
EXO_Hikerman,,15,6.0,3.0,,3.0,4.0,2.0,1.0,7.0,3.0
EXO_Rain,,15,5.0,,,2.0,7.0,1.0,3.0,5.0,3.0
EXO_empt,,15,4.0,2.0,,5.0,2.0,1.0,4.0,3.0,2.0
EXO_kang,,15,,,,,,,,,
FaZe_Fexx,,15,,,,,,,,,
FaZe_Gustav,,15,,,,,1.0,,,,
FaZe_curexi,,15,,,,,,,,,
FaZe_jeemzz,,15,,,,,,,,,
GBL_Glaz,,15,6.0,1.0,,2.0,7.0,,3.0,7.0,1.0
GBL_Gyumin,,15,6.0,2.0,2.0,1.0,6.0,1.0,4.0,5.0,6.0
GBL_Heaven,1.0,15,3.0,2.0,,4.0,5.0,1.0,1.0,4.0,4.0
GBL_Tosi,,15,7.0,1.0,,3.0,5.0,2.0,2.0,4.0,2.0
