attacker_name,Item_Weapon_Molotov_C,match_id,Item_Weapon_SmokeBomb_C,Item_Weapon_Grenade_C,Item_Weapon_FlashBang_C
4AM_Summer,1.0,7,8.0,4.0,3.0
4AM_WangZai,2.0,7,6.0,4.0,2.0
4AM_Xiaohaixxxx,,7,4.0,6.0,3.0
4AM_xxxLu,,7,,,
ACE_ItzzChrizZ,,7,,,
ACE_KILYAKAi,,7,,,
ACE_Myca,,7,,,
ACE_braex,,7,,,
CES_HaiSaki,,7,,,
CES_Himass,,7,,,
CES_Taikonn,,7,,,
CES_YmCud,,7,,,
DAY_Belmoth,3.0,7,5.0,1.0,5.0
DAY_Flash,2.0,7,2.0,2.0,1.0
DAY_Nourinz,1.0,7,1.0,2.0,1.0
DAY_PuuChiwz,1.0,7,5.0,1.0,
DNW_Inonix,2.0,7,6.0,2.0,
DNW_Loki,,7,4.0,,1.0
DNW_Salute,1.0,7,2.0,,
DNW_seoul,,7,4.0,4.0,
EXO_Akita,,7,,,
EXO_Hikerman,,7,,,
EXO_Rain,,7,,,
EXO_empt,,7,,,
EXO_kang,,7,,,
FaZe_Fexx,1.0,7,1.0,1.0,
FaZe_Gustav,,7,2.0,2.0,
FaZe_curexi,2.0,7,3.0,2.0,
FaZe_jeemzz,,7,,1.0,
GBL_Glaz,,7,,,
GBL_Gyumin,,7,,,
GBL_Heaven,,7,,,
GBL_Tosi,,7,,,
GEN_DG98,,7,,,
GEN_Foxy,,7,,,
GEN_Pio,,7,,,
GEN_taemin,,7,,,
GEX_Leo,,7,,,
GEX_Savior,,7,,,
GEX_Yuri,,7,1.0,,
GEX_ZhenNan,,7,,1.0,
HOWL_Apocalyp,,7,,,
HOWL_RuerN,3.0,7,3.0,1.0,
HOWL_TheMad,,7,,1.0,
HOWL_scof1eld,,7,,,
III_Adam,1.0,7,,,
III_RichyB,1.0,7,,1.0,
III_Vox,1.0,7,,3.0,2.0
III_oldless,,7,,1.0,
LG_Fludd,,7,,,
LG_Kickstart,,7,,,
LG_Relo,,7,,,
LG_Snakers,,7,,,
NAVI_Mell,,7,,,
NAVI_alya,,7,,,
NAVI_ubah,,7,,,
NAVI_xmpl,,7,,,
NH_HSmm,,7,,1.0,
NH_MMing,,7,,1.0,
NH_Nannnnn,1.0,7,1.0,4.0,1.0
NH_ZpYan1,,7,,1.0,
PLM_BORBO4Tz,1.0,7,4.0,,3.0
PLM_Flukky,,7,,1.0,1.0
PLM_ThanawatTH,,7,,2.0,2.0
PLM_Thunderz,,7,3.0,1.0,
PTG_Adder,,7,,,
PTG_Akad,,7,,,
PTG_Hikari,,7,,,
PTG_WICKED,,7,,,
PeRo_AZ,,7,,,
PeRo_Aixleft,,7,,,
PeRo_Cui71,,7,,,
PeRo_Myl,,7,,,
SQ_M1ME,1.0,7,4.0,3.0,
SQ_Shrimzy,,7,2.0,,
SQ_TGLTN,,7,2.0,,1.0
SQ_hwinn,,7,1.0,,
SST_Feaven,,7,,,
SST_Imhac,1.0,7,1.0,,
SST_Runax,,7,,1.0,
SST_Tae9,,7,,,
STK_PurdyKurty,,7,2.0,,
STK_Vegas,,7,4.0,1.0,
STK_alow,,7,4.0,,
STK_penta,,7,1.0,1.0,
TWIS_BatulinS,1.0,7,,2.0,
TWIS_Lu,,7,5.0,3.0,1.0
TWIS_Perfect1ks,,7,,,
TWIS_TheTab,1.0,7,2.0,2.0,
TWIS_spyrro,,7,3.0,3.0,
Tian_77owo,,7,1.0,,
Tian_LinShu,1.0,7,,1.0,2.0
Tian_LongSkr,,7,1.0,1.0,
Tian_PaoPao,,7,,1.0,3.0
17_Lilghost,,8,,,
17_SuJiu,,8,2.0,,
17_Xbei,,8,4.0,,
17_xwudd,,8,,1.0,
4AM_CRAZY112,,8,,,
4AM_Summer,,8,,,
4AM_WangZai,,8,5.0,3.0,
4AM_Xiaohaixxxx,,8,3.0,,
4AM_xxxLu,,8,,,
ACE_ItzzChrizZ,,8,,,
ACE_KILYAKAi,,8,,,
ACE_Myca,,8,,,
ACE_braex,,8,,,
CES_HaiSaki,,8,,,
CES_Himass,,8,,,
CES_Taikonn,,8,,,
CES_YmCud,,8,,,
DAY_Belmoth,,8,1.0,2.0,
DAY_Flash,,8,5.0,1.0,
DAY_Nourinz,,8,,,
DAY_PuuChiwz,,8,,,
DNW_Inonix,,8,4.0,4.0,1.0
DNW_Loki,2.0,8,,1.0,2.0
DNW_Salute,1.0,8,,4.0,
DNW_seoul,1.0,8,,2.0,1.0
EXO_Akita,,8,,,
EXO_Hikerman,,8,,,
EXO_Rain,,8,,,
EXO_empt,,8,,,
EXO_kang,,8,,,
FaZe_Fexx,,8,,,
FaZe_Gustav,,8,11.0,1.0,
FaZe_curexi,,8,3.0,2.0,
FaZe_jeemzz,,8,4.0,1.0,
GBL_Glaz,,8,,,
GBL_Gyumin,,8,,,
GBL_Heaven,,8,,,
GBL_Tosi,,8,,,
GEN_DG98,,8,,,
GEN_Foxy,,8,,,
GEN_Pio,,8,,,
GEN_taemin,,8,,,
GEX_Leo,,8,3.0,,
GEX_Savior,,8,3.0,,
GEX_Yuri,,8,4.0,,
GEX_ZhenNan,,8,5.0,2.0,
HOWL_Apocalyp,,8,,,
HOWL_RuerN,,8,1.0,,
HOWL_TheMad,,8,,,
HOWL_scof1eld,,8,1.0,,
III_Adam,2.0,8,4.0,1.0,
III_RichyB,,8,1.0,,1.0
III_Vox,,8,,2.0,
III_oldless,,8,,,
LG_Fludd,,8,,,
LG_Kickstart,,8,,,
LG_Relo,,8,,,
LG_Snakers,,8,,,
NAVI_Mell,,8,,,
NAVI_alya,,8,,,
NAVI_ubah,,8,,,
NAVI_xmpl,,8,,,
NH_HSmm,,8,,,
NH_MMing,1.0,8,,3.0,
NH_Nannnnn,,8,3.0,2.0,
NH_ZpYan1,1.0,8,,2.0,
PLM_BORBO4Tz,,8,,,
PLM_Flukky,,8,2.0,2.0,2.0
PLM_ThanawatTH,2.0,8,5.0,3.0,
PLM_Thunderz,,8,,,
PTG_Adder,,8,2.0,,
PTG_Akad,,8,,,
PTG_Hikari,,8,,,
PTG_WICKED,,8,,3.0,
PeRo_AZ,,8,,,
PeRo_Aixleft,,8,,,
PeRo_Cui71,,8,,,
PeRo_Myl,,8,,,
SQ_M1ME,,8,4.0,,
SQ_Shrimzy,,8,5.0,,
SQ_TGLTN,,8,4.0,,
SQ_hwinn,,8,5.0,,
SST_Feaven,,8,,,
SST_Imhac,,8,1.0,,
SST_Runax,1.0,8,3.0,3.0,1.0
SST_Tae9,,8,,1.0,
STK_PurdyKurty,,8,,2.0,
STK_Vegas,,8,2.0,3.0,
STK_alow,2.0,8,,2.0,1.0
STK_penta,1.0,8,2.0,2.0,
TWIS_BatulinS,,8,5.0,1.0,
TWIS_Lu,,8,1.0,,
TWIS_Perfect1ks,,8,,,
TWIS_TheTab,,8,2.0,,
TWIS_spyrro,,8,2.0,1.0,
Tian_77owo,,8,,,
Tian_LinShu,,8,,,
Tian_LongSkr,,8,1.0,2.0,2.0
Tian_PaoPao,,8,,3.0,
17_Lilghost,,9,4.0,,
17_SuJiu,1.0,9,1.0,2.0,
17_Xbei,,9,,,
17_xwudd,,9,1.0,,
4AM_CRAZY112,,9,1.0,3.0,
4AM_Summer,,9,,,
4AM_WangZai,,9,4.0,4.0,1.0
4AM_Xiaohaixxxx,,9,7.0,3.0,1.0
4AM_xxxLu,,9,,,
ACE_ItzzChrizZ,,9,,,
ACE_KILYAKAi,,9,,,
ACE_Myca,,9,,,
ACE_braex,,9,,,
CES_HaiSaki,,9,,,
CES_Himass,,9,,,
CES_Taikonn,,9,,,
CES_YmCud,,9,,,
DAY_Belmoth,,9,4.0,1.0,
DAY_Flash,,9,3.0,,
DAY_Nourinz,,9,1.0,,
DAY_PuuChiwz,,9,2.0,1.0,
DNW_Inonix,,9,,,
DNW_Loki,,9,6.0,,
DNW_Salute,,9,,,
DNW_seoul,,9,,,
EXO_Akita,,9,,,
EXO_Hikerman,,9,,,
EXO_Rain,,9,,,
EXO_empt,,9,,,
EXO_kang,,9,,,
FaZe_Fexx,,9,,3.0,
FaZe_Gustav,,9,4.0,5.0,
FaZe_curexi,,9,,3.0,1.0
FaZe_jeemzz,2.0,9,4.0,2.0,3.0
GBL_Glaz,,9,,,
GBL_Gyumin,,9,,,
GBL_Heaven,,9,,,
GBL_Tosi,,9,,,
GEN_DG98,,9,,,
GEN_Foxy,,9,,,
GEN_Pio,,9,,,
GEN_taemin,,9,,,
GEX_Leo,1.0,9,1.0,1.0,1.0
GEX_Savior,,9,,2.0,
GEX_Yuri,,9,3.0,2.0,
GEX_ZhenNan,,9,3.0,2.0,2.0
HOWL_Apocalyp,,9,,,
HOWL_RuerN,,9,4.0,3.0,
HOWL_TheMad,1.0,9,,1.0,2.0
HOWL_scof1eld,,9,,,
III_Adam,,9,1.0,,
III_RichyB,,9,3.0,,
III_Vox,,9,,,
III_oldless,,9,,,
LG_Fludd,,9,,,
LG_Kickstart,,9,,,
LG_Relo,,9,,,
LG_Snakers,,9,,,
NAVI_Mell,,9,,,
NAVI_alya,,9,,,
NAVI_ubah,,9,,,
NAVI_xmpl,,9,,,
NH_HSmm,2.0,9,,4.0,
NH_MMing,,9,,1.0,
NH_Nannnnn,,9,,3.0,
NH_ZpYan1,1.0,9,,2.0,1.0
PLM_BORBO4Tz,,9,,,1.0
PLM_Flukky,,9,,,
PLM_ThanawatTH,,9,,2.0,
PLM_Thunderz,,9,,,
PTG_Adder,,9,2.0,1.0,
PTG_Akad,,9,,,
PTG_Hikari,,9,4.0,2.0,
PTG_WICKED,,9,,,
PeRo_AZ,,9,,,
PeRo_Aixleft,,9,,,
PeRo_Cui71,,9,,,
PeRo_Myl,,9,,,
SQ_M1ME,1.0,9,7.0,6.0,1.0
SQ_Shrimzy,,9,,1.0,
SQ_TGLTN,,9,,2.0,
SQ_hwinn,1.0,9,3.0,4.0,1.0
SST_Feaven,,9,,1.0,3.0
SST_Imhac,2.0,9,2.0,,1.0
SST_Runax,,9,,2.0,2.0
SST_Tae9,1.0,9,2.0,,
STK_PurdyKurty,,9,4.0,3.0,1.0
STK_Vegas,,9,4.0,1.0,4.0
STK_alow,,9,,,
STK_penta,,9,,,1.0
TWIS_BatulinS,,9,10.0,,
TWIS_Lu,,9,7.0,9.0,2.0
TWIS_Perfect1ks,,9,,,
TWIS_TheTab,,9,5.0,4.0,1.0
TWIS_spyrro,,9,5.0,7.0,6.0
Tian_77owo,,9,3.0,2.0,
Tian_LinShu,,9,3.0,3.0,
Tian_LongSkr,1.0,9,2.0,5.0,
Tian_PaoPao,,9,,,
17_Lilghost,,10,3.0,,
17_SuJiu,,10,,,
17_Xbei,,10,4.0,,
17_xwudd,,10,,,
4AM_CRAZY112,1.0,10,5.0,6.0,1.0
4AM_Summer,2.0,10,8.0,6.0,2.0
4AM_WangZai,1.0,10,6.0,2.0,1.0
4AM_Xiaohaixxxx,,10,3.0,,
4AM_xxxLu,,10,,,
ACE_ItzzChrizZ,,10,,,
ACE_KILYAKAi,,10,,,
ACE_Myca,,10,,,
ACE_braex,,10,,,
CES_HaiSaki,,10,,,
CES_Himass,,10,,,
CES_Taikonn,,10,,,
CES_YmCud,,10,,,
DAY_Belmoth,,10,4.0,,
DAY_Flash,,10,3.0,,
DAY_Nourinz,,10,4.0,,
DAY_PuuChiwz,,10,,,
DNW_Inonix,2.0,10,5.0,4.0,1.0
DNW_Loki,,10,,,
DNW_Salute,,10,4.0,3.0,
DNW_seoul,,10,4.0,4.0,
EXO_Akita,,10,,,
EXO_Hikerman,,10,,,
EXO_Rain,,10,,,
EXO_empt,,10,,,
EXO_kang,,10,,,
FaZe_Fexx,2.0,10,4.0,2.0,1.0
FaZe_Gustav,,10,2.0,2.0,2.0
FaZe_curexi,4.0,10,7.0,5.0,2.0
FaZe_jeemzz,1.0,10,4.0,1.0,2.0
GBL_Glaz,,10,,,
GBL_Gyumin,,10,,,
GBL_Heaven,,10,,,
GBL_Tosi,,10,,,
GEN_DG98,,10,,,
GEN_Foxy,,10,,,
GEN_Pio,,10,,,
GEN_taemin,,10,,,
GEX_Leo,,10,,1.0,
GEX_Savior,,10,2.0,2.0,1.0
GEX_Yuri,,10,1.0,,
GEX_ZhenNan,,10,,2.0,1.0
HOWL_Apocalyp,,10,5.0,1.0,
HOWL_RuerN,,10,2.0,1.0,
HOWL_TheMad,,10,2.0,2.0,1.0
HOWL_scof1eld,,10,1.0,1.0,
III_Adam,,10,,,
III_RichyB,,10,1.0,,
III_Vox,,10,1.0,,
III_oldless,,10,6.0,,
LG_Fludd,,10,,,
LG_Kickstart,,10,,,
LG_Relo,,10,,,
LG_Snakers,,10,,,
NAVI_Mell,,10,,,
NAVI_alya,,10,,,
NAVI_ubah,,10,,,
NAVI_xmpl,,10,,,
NH_HSmm,,10,1.0,,
NH_MMing,1.0,10,2.0,2.0,
NH_Nannnnn,,10,1.0,2.0,
NH_ZpYan1,,10,1.0,4.0,
PLM_BORBO4Tz,,10,6.0,,
PLM_Flukky,,10,4.0,1.0,
PLM_ThanawatTH,1.0,10,2.0,,2.0
PLM_Thunderz,2.0,10,4.0,,1.0
PTG_Adder,1.0,10,3.0,2.0,2.0
PTG_Akad,,10,1.0,1.0,
PTG_Hikari,1.0,10,3.0,1.0,
PTG_WICKED,1.0,10,3.0,3.0,1.0
PeRo_AZ,,10,,,
PeRo_Aixleft,,10,,,
PeRo_Cui71,,10,,,
PeRo_Myl,,10,,,
SQ_M1ME,,10,,,
SQ_Shrimzy,,10,1.0,1.0,
SQ_TGLTN,,10,,,
SQ_hwinn,,10,,,
SST_Feaven,1.0,10,3.0,3.0,2.0
SST_Imhac,2.0,10,1.0,2.0,1.0
SST_Runax,,10,2.0,2.0,1.0
SST_Tae9,,10,1.0,2.0,1.0
STK_PurdyKurty,,10,,,
STK_Vegas,,10,,,
STK_alow,,10,,,
STK_penta,,10,,,
TWIS_BatulinS,,10,,,
TWIS_Lu,,10,9.0,,
TWIS_Perfect1ks,,10,,,
TWIS_TheTab,,10,2.0,,
TWIS_spyrro,,10,,,
Tian_77owo,,10,6.0,8.0,
Tian_LinShu,3.0,10,3.0,5.0,3.0
Tian_LongSkr,,10,8.0,3.0,
Tian_PaoPao,,10,1.0,,
17_Lilghost,,11,2.0,5.0,
17_SuJiu,,11,,,
17_Xbei,,11,3.0,2.0,
17_xwudd,,11,1.0,3.0,
4AM_CRAZY112,,11,,1.0,
4AM_Summer,2.0,11,5.0,3.0,1.0
4AM_WangZai,,11,,,
4AM_Xiaohaixxxx,,11,,,
4AM_xxxLu,,11,,,
ACE_ItzzChrizZ,,11,,,
ACE_KILYAKAi,,11,,,
ACE_Myca,,11,,,
ACE_braex,,11,,,
CES_HaiSaki,,11,,,
CES_Himass,,11,,,
CES_Taikonn,,11,,,
CES_YmCud,,11,,,
DAY_Belmoth,,11,8.0,1.0,4.0
DAY_Flash,,11,2.0,,1.0
DAY_Nourinz,,11,,1.0,
DAY_PuuChiwz,,11,,1.0,
DNW_Inonix,,11,1.0,,
DNW_Loki,,11,4.0,2.0,
DNW_Salute,,11,,,
DNW_seoul,,11,,1.0,
EXO_Akita,,11,,,
EXO_Hikerman,,11,,,
EXO_Rain,,11,,,
EXO_empt,,11,,,
EXO_kang,,11,,,
FaZe_Fexx,,11,,,
FaZe_Gustav,,11,,1.0,
FaZe_curexi,,11,3.0,,
FaZe_jeemzz,,11,3.0,,
GBL_Glaz,,11,,,
GBL_Gyumin,,11,,,
GBL_Heaven,,11,,,
GBL_Tosi,,11,,,
GEN_DG98,,11,,,
GEN_Foxy,,11,,,
GEN_Pio,,11,,,
GEN_taemin,,11,,,
GEX_Leo,,11,2.0,3.0,
GEX_Savior,,11,4.0,4.0,
GEX_Yuri,,11,4.0,,
GEX_ZhenNan,,11,8.0,3.0,3.0
HOWL_Apocalyp,,11,5.0,1.0,1.0
HOWL_RuerN,3.0,11,3.0,2.0,
HOWL_TheMad,,11,4.0,2.0,2.0
HOWL_scof1eld,,11,2.0,1.0,1.0
III_Adam,,11,2.0,,
III_RichyB,1.0,11,2.0,2.0,
III_Vox,2.0,11,12.0,4.0,
III_oldless,,11,8.0,,
LG_Fludd,,11,,,
LG_Kickstart,,11,,,
LG_Relo,,11,,,
LG_Snakers,,11,,,
NAVI_Mell,,11,,,
NAVI_alya,,11,,,
NAVI_ubah,,11,,,
NAVI_xmpl,,11,,,
NH_HSmm,,11,,2.0,
NH_MMing,,11,,,
NH_Nannnnn,,11,,,
NH_ZpYan1,,11,,,
PLM_BORBO4Tz,1.0,11,,2.0,2.0
PLM_Flukky,,11,,,1.0
PLM_ThanawatTH,3.0,11,6.0,3.0,1.0
PLM_Thunderz,,11,,,1.0
PTG_Adder,,11,,,
PTG_Akad,,11,,1.0,1.0
PTG_Hikari,,11,,1.0,
PTG_WICKED,,11,,,
PeRo_AZ,,11,,,
PeRo_Aixleft,,11,,,
PeRo_Cui71,,11,,,
PeRo_Myl,,11,,,
SQ_M1ME,,11,4.0,,
SQ_Shrimzy,,11,3.0,2.0,1.0
SQ_TGLTN,,11,3.0,4.0,
SQ_hwinn,,11,1.0,1.0,
SST_Feaven,,11,,,
SST_Imhac,3.0,11,2.0,2.0,
SST_Runax,2.0,11,1.0,,
SST_Tae9,,11,2.0,,1.0
STK_PurdyKurty,,11,5.0,4.0,
STK_Vegas,2.0,11,12.0,4.0,
STK_alow,1.0,11,,1.0,
STK_penta,,11,1.0,2.0,1.0
TWIS_BatulinS,,11,,1.0,1.0
TWIS_Lu,,11,2.0,1.0,1.0
TWIS_Perfect1ks,,11,,,
TWIS_TheTab,,11,,,
TWIS_spyrro,,11,1.0,1.0,
Tian_77owo,,11,6.0,6.0,
Tian_LinShu,,11,2.0,,
Tian_LongSkr,,11,1.0,,
Tian_PaoPao,,11,3.0,5.0,
17_Lilghost,1.0,12,2.0,,
17_SuJiu,,12,,,
17_Xbei,2.0,12,,1.0,
17_xwudd,,12,1.0,2.0,
4AM_CRAZY112,,12,,,
4AM_Summer,,12,1.0,1.0,
4AM_WangZai,,12,,,
4AM_Xiaohaixxxx,,12,,,
4AM_xxxLu,,12,,,
ACE_ItzzChrizZ,,12,,,
ACE_KILYAKAi,,12,,,
ACE_Myca,,12,,,
ACE_braex,,12,,,
CES_HaiSaki,,12,,,
CES_Himass,,12,,,
CES_Taikonn,,12,,,
CES_YmCud,,12,,,
DAY_Belmoth,,12,3.0,1.0,
DAY_Flash,,12,,,
DAY_Nourinz,,12,1.0,,
DAY_PuuChiwz,,12,1.0,,
DNW_Inonix,,12,,,
DNW_Loki,1.0,12,3.0,1.0,
DNW_Salute,,12,2.0,1.0,
DNW_seoul,1.0,12,5.0,2.0,
EXO_Akita,,12,,,
EXO_Hikerman,,12,,,
EXO_Rain,,12,,,
EXO_empt,,12,,,
EXO_kang,,12,,,
FaZe_Fexx,,12,4.0,,
FaZe_Gustav,,12,,,
FaZe_curexi,1.0,12,,,
FaZe_jeemzz,1.0,12,4.0,4.0,
GBL_Glaz,,12,,,
GBL_Gyumin,,12,,,
GBL_Heaven,,12,,,
GBL_Tosi,,12,,,
GEN_DG98,,12,,,
GEN_Foxy,,12,,,
GEN_Pio,,12,,,
GEN_taemin,,12,,,
GEX_Leo,,12,,1.0,
GEX_Savior,,12,1.0,3.0,
GEX_Yuri,,12,,,
GEX_ZhenNan,,12,,1.0,1.0
HOWL_Apocalyp,,12,,,
HOWL_RuerN,,12,,,
HOWL_TheMad,,12,,,
HOWL_scof1eld,,12,,,
III_Adam,1.0,12,,1.0,
III_RichyB,2.0,12,5.0,3.0,1.0
III_Vox,1.0,12,2.0,6.0,3.0
III_oldless,1.0,12,1.0,2.0,1.0
LG_Fludd,,12,,,
LG_Kickstart,,12,,,
LG_Relo,,12,,,
LG_Snakers,,12,,,
NAVI_Mell,,12,,,
NAVI_alya,,12,,,
NAVI_ubah,,12,,,
NAVI_xmpl,,12,,,
NH_HSmm,,12,1.0,1.0,
NH_MMing,,12,3.0,2.0,
NH_Nannnnn,,12,3.0,1.0,
NH_ZpYan1,1.0,12,1.0,,
PLM_BORBO4Tz,,12,2.0,,
PLM_Flukky,,12,,1.0,
PLM_ThanawatTH,,12,1.0,2.0,
PLM_Thunderz,,12,2.0,1.0,
PTG_Adder,,12,1.0,,
PTG_Akad,,12,,,
PTG_Hikari,,12,1.0,,
PTG_WICKED,,12,,,
PeRo_AZ,,12,,,
PeRo_Aixleft,,12,,,
PeRo_Cui71,,12,,,
PeRo_Myl,,12,,,
SQ_M1ME,1.0,12,,,
SQ_Shrimzy,4.0,12,,,
SQ_TGLTN,,12,,,
SQ_hwinn,1.0,12,2.0,3.0,1.0
SST_Feaven,,12,3.0,2.0,
SST_Imhac,,12,,,
SST_Runax,,12,2.0,1.0,1.0
SST_Tae9,1.0,12,3.0,2.0,2.0
STK_PurdyKurty,,12,,,
STK_Vegas,1.0,12,5.0,4.0,
STK_alow,,12,4.0,1.0,2.0
STK_penta,,12,1.0,3.0,3.0
TWIS_BatulinS,,12,5.0,,
TWIS_Lu,,12,1.0,,
TWIS_Perfect1ks,,12,,,
TWIS_TheTab,,12,,,
TWIS_spyrro,1.0,12,1.0,2.0,
Tian_77owo,,12,,1.0,
Tian_LinShu,,12,,,
Tian_LongSkr,,12,,,
Tian_PaoPao,,12,,1.0,
17_Lilghost,,13,4.0,4.0,
17_SuJiu,1.0,13,1.0,2.0,1.0
17_Xbei,,13,2.0,3.0,
17_xwudd,,13,,,
4AM_CRAZY112,,13,,,
4AM_Summer,,13,,,
4AM_WangZai,,13,,,
